respondent_id,age,bedtime_screen_time_minutes,total_daily_screen_time_hours,doomscroll_sessions_per_night,avg_doomscroll_session_minutes,sleep_hours_per_night,sleep_latency_minutes,number_of_night_wakeups,caffeine_intake_mg_per_day,anxiety_score,stress_score,sleep_quality_score,daytime_fatigue_score,number_of_news_apps_used,phone_checks_per_night,exercise_minutes_per_day,days_since_last_digital_detox,weekly_sleep_debt_hours,gender,occupation_status,country_region,primary_device_used_at_night,bedtime_routine_type,uses_night_mode,keeps_phone_in_bedroom,consumes_negative_news_content,uses_sleep_tracking_app,doomscroller,sleep_quality_category
D30258,21,85.0,5.67,6,11.6,7.0,45.0,4,16.0,6,8,5.0,6,1,4,32.0,3.0,6.5,Female,Student,United States,TV,Scrolling Social Media,Yes,Yes,No,No,Yes,Poor
D30259,31,16.0,3.53,0,19.0,7.8,14.0,1,274.0,3,4,5.0,5,1,4,56.0,32.0,2.2,Female,Student,India,Smartphone,Watching Videos,Yes,Yes,Yes,No,No,Good
D30260,21,29.0,1.94,2,13.6,8.1,28.0,0,80.0,6,5,5.0,3,1,1,48.0,17.0,0.5,Male,Employed Full-time,Nigeria,Smartphone,Watching Videos,No,Yes,Yes,Yes,No,Good
D30261,38,46.0,1.82,1,44.9,8.5,45.0,1,78.0,7,6,5.0,5,3,1,56.0,46.0,0.0,Female,Employed Part-time,Australia,Laptop,No Fixed Routine,No,Yes,Yes,No,No,Fair
D30262,33,67.0,6.21,3,24.2,6.5,28.0,3,109.0,5,5,5.0,4,1,4,51.0,6.0,13.2,Male,Employed Full-time,Canada,Smartphone,Scrolling Social Media,No,No,No,Yes,No,Poor
D30263,30,16.0,2.74,0,13.4,8.4,14.0,0,116.0,3,5,5.0,7,0,2,36.0,70.0,0.0,Female,Employed Full-time,Nigeria,Smartphone,,Yes,Yes,No,No,Yes,Fair
D30264,15,59.0,5.28,3,24.7,8.2,25.0,2,185.0,6,8,5.0,6,2,4,74.0,1.0,0.0,Male,Employed Full-time,United Kingdom,Smartphone,Scrolling Social Media,No,No,No,Yes,Yes,Poor
D30265,46,6.0,5.68,0,4.5,7.6,11.0,1,104.0,3,4,5.0,6,0,3,23.0,125.0,1.4,Male,Employed Part-time,India,Tablet,No Fixed Routine,Yes,Yes,No,No,No,Good
D30266,25,53.0,2.04,3,17.0,7.8,30.0,4,30.0,7,9,5.0,7,1,4,44.0,2.0,3.8,Female,Unemployed,United States,Smartphone,No Fixed Routine,No,No,No,No,Yes,Poor
D30267,23,114.0,6.76,5,19.4,6.7,65.0,3,17.0,6,6,5.0,6,2,3,16.0,0.0,6.6,Female,Student,United Kingdom,Smartphone,Scrolling Social Media,No,Yes,No,No,Yes,Poor
D30268,24,28.0,1.92,1,22.9,8.7,11.0,1,44.0,7,7,5.0,4,2,1,55.0,138.0,0.0,Female,Student,Germany,Laptop,Reading,Yes,Yes,Yes,No,No,Good
D30269,24,30.0,2.24,1,33.6,7.3,32.0,0,262.0,7,8,5.0,6,1,1,,50.0,1.9,Male,Student,United States,Smartphone,Meditation/Journaling,No,Yes,Yes,Yes,Yes,Poor
D30270,23,25.0,2.79,1,22.9,6.8,24.0,1,35.0,4,6,5.0,7,0,4,43.0,10.0,6.7,Female,Student,Germany,Tablet,Scrolling Social Media,No,No,No,No,Yes,Fair
D30271,28,107.0,7.15,6,19.1,6.4,37.0,5,107.0,3,6,5.0,6,6,6,42.0,47.0,10.1,Male,Employed Full-time,India,Laptop,Scrolling Social Media,Yes,Yes,No,Yes,Yes,Poor
D30272,19,29.0,1.69,0,27.5,8.3,28.0,0,58.0,4,5,5.0,5,1,0,57.0,35.0,0.9,Male,Employed Full-time,Philippines,Smartphone,Scrolling Social Media,Yes,Yes,No,No,No,Fair
D30273,33,21.0,2.41,1,20.8,7.4,13.0,1,45.0,3,5,5.0,7,1,1,38.0,60.0,4.8,Male,Unemployed,United States,Laptop,No Fixed Routine,Yes,No,No,No,No,Fair
D30274,50,55.0,2.68,3,16.7,8.3,29.0,1,34.0,3,4,5.0,4,0,2,0.0,92.0,0.0,Female,Employed Full-time,United States,Smartphone,Meditation/Journaling,No,Yes,No,No,No,Fair
D30275,20,90.0,3.69,4,22.4,7.7,52.0,1,54.0,5,6,5.0,7,2,2,50.0,29.0,0.0,Female,Employed Part-time,Germany,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Fair
D30276,18,100.0,4.39,3,31.7,7.0,50.0,2,125.0,5,4,4.0,9,1,2,30.0,20.0,10.2,Female,Employed Full-time,United States,Smartphone,Reading,Yes,Yes,No,No,Yes,Poor
D30277,27,21.0,2.4,0,27.0,7.1,25.0,1,85.0,4,2,5.0,5,1,2,65.0,124.0,4.9,Female,Employed Full-time,India,Smartphone,Reading,No,Yes,No,No,No,Fair
D30278,21,35.0,1.84,2,16.5,8.0,26.0,0,190.0,5,4,5.0,5,4,1,66.0,49.0,5.1,Male,Unemployed,India,Smartphone,Meditation/Journaling,No,Yes,Yes,No,Yes,Fair
D30279,32,22.0,2.45,0,21.4,8.5,20.0,1,225.0,8,6,5.0,5,1,4,54.0,18.0,0.0,Female,Employed Full-time,Nigeria,Smartphone,Scrolling Social Media,No,Yes,Yes,No,No,Good
D30280,37,29.0,2.27,1,31.7,6.5,28.0,1,80.0,5,6,5.0,6,1,1,60.0,13.0,12.2,Male,Student,United States,Smartphone,Meditation/Journaling,Yes,No,Yes,No,Yes,Poor
D30281,19,59.0,3.33,1,58.9,7.1,25.0,2,166.0,6,9,5.0,6,0,3,36.0,25.0,8.6,Female,Employed Full-time,Nigeria,Laptop,Scrolling Social Media,No,Yes,Yes,No,No,Fair
D30282,22,32.0,3.68,1,33.4,7.6,10.0,0,44.0,8,10,5.0,4,1,1,31.0,3.0,1.3,Prefer not to say,Student,Brazil,TV,Meditation/Journaling,No,Yes,Yes,Yes,No,Good
D30283,15,5.0,2.3,0,5.8,8.6,24.0,3,171.0,2,7,5.0,7,3,3,70.0,23.0,0.0,Male,Student,United States,Tablet,Scrolling Social Media,No,Yes,No,No,No,Good
D30284,23,38.0,2.14,2,10.6,8.3,30.0,1,32.0,4,6,5.0,6,1,2,46.0,14.0,0.0,Male,Student,United States,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Good
D30285,32,125.0,5.09,5,29.7,6.3,48.0,3,324.0,4,3,4.0,10,2,4,45.0,34.0,12.3,Female,Student,United Kingdom,Smartphone,Reading,Yes,No,No,No,No,Poor
D30286,30,53.0,5.46,1,50.5,7.4,37.0,0,,5,7,5.0,7,2,0,0.0,17.0,0.5,Female,Student,UAE,Smartphone,Scrolling Social Media,No,Yes,Yes,No,Yes,Fair
D30287,27,115.0,12.95,5,25.4,6.6,49.0,2,209.0,4,2,5.0,8,2,2,45.0,49.0,11.1,Male,Employed Full-time,Australia,Laptop,Watching Videos,Yes,Yes,Yes,No,Yes,Poor
D30288,15,42.0,2.3,2,29.7,8.2,33.0,1,,6,5,5.0,9,1,1,70.0,29.0,0.0,Female,Employed Full-time,Australia,Smartphone,Watching Videos,Yes,Yes,Yes,Yes,Yes,Fair
D30289,15,59.0,6.04,3,21.4,6.7,35.0,3,242.0,4,9,5.0,6,1,4,109.0,56.0,8.6,Male,Employed Full-time,Philippines,,Meditation/Journaling,No,Yes,Yes,No,Yes,Poor
D30290,31,20.0,1.0,2,10.6,8.1,27.0,0,117.0,5,6,5.0,6,2,0,47.0,76.0,0.0,Female,Student,UAE,Smartphone,No Fixed Routine,Yes,Yes,No,No,No,Good
D30291,21,65.0,3.51,3,24.7,6.5,15.0,2,91.0,3,3,5.0,7,2,2,,59.0,10.6,Male,Employed Full-time,Canada,Smartphone,Reading,No,Yes,No,No,No,Poor
D30292,15,81.0,3.9,3,27.9,6.9,22.0,2,80.0,4,5,5.0,6,3,2,45.0,2.0,6.6,Male,Employed Part-time,India,Smartphone,Scrolling Social Media,Yes,No,Yes,No,Yes,Fair
D30293,33,50.0,2.13,1,46.7,7.4,15.0,2,110.0,5,5,5.0,8,0,5,18.0,46.0,3.3,Male,Employed Full-time,United States,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Poor
D30294,20,16.0,3.51,0,14.2,7.5,13.0,1,280.0,4,7,5.0,7,2,2,58.0,3.0,0.8,Prefer not to say,Employed Full-time,Australia,Smartphone,Meditation/Journaling,No,No,No,Yes,No,Poor
D30295,15,90.0,4.02,4,22.1,7.3,54.0,1,150.0,6,5,4.0,7,3,4,36.0,45.0,5.6,Prefer not to say,Employed Full-time,Australia,Laptop,Watching Videos,Yes,Yes,Yes,No,Yes,Poor
D30296,19,60.0,2.53,1,63.5,7.5,14.0,1,227.0,5,8,5.0,5,3,1,73.0,12.0,3.3,Female,Unemployed,United Kingdom,Smartphone,Meditation/Journaling,Yes,Yes,No,No,No,Good
D30297,35,55.0,2.3,2,25.2,7.3,33.0,1,150.0,5,3,5.0,8,1,2,27.0,67.0,3.4,Female,Employed Full-time,United States,Smartphone,Watching Videos,No,Yes,No,No,Yes,Fair
D30298,16,70.0,4.9,2,32.8,6.8,42.0,0,86.0,8,5,5.0,5,0,1,57.0,4.0,10.1,Female,Employed Part-time,United States,Smartphone,Scrolling Social Media,No,Yes,Yes,Yes,Yes,Poor
D30299,22,41.0,5.0,0,41.0,7.3,35.0,1,127.0,7,10,5.0,6,1,1,88.0,18.0,8.9,Male,Student,Philippines,,Watching Videos,Yes,No,Yes,No,No,Good
D30300,27,112.0,6.07,3,40.5,7.1,31.0,1,46.0,8,7,,8,0,4,32.0,22.0,3.6,Female,Unemployed,United States,Smartphone,Scrolling Social Media,No,No,Yes,Yes,Yes,Poor
D30301,24,82.0,4.19,3,30.4,6.5,50.0,1,367.0,6,9,5.0,5,1,1,27.0,1.0,8.8,Prefer not to say,Student,United Kingdom,Smartphone,Reading,No,No,No,Yes,No,Fair
D30302,25,99.0,5.44,2,41.6,7.8,31.0,0,233.0,6,6,5.0,7,1,3,53.0,16.0,0.0,Prefer not to say,Employed Part-time,United States,Smartphone,Reading,No,Yes,No,No,Yes,Fair
D30303,31,20.0,1.94,1,24.0,7.5,20.0,0,177.0,4,6,5.0,5,0,1,54.0,44.0,0.8,Male,Student,India,Smartphone,No Fixed Routine,No,No,Yes,Yes,No,Fair
D30304,28,76.0,3.17,4,25.6,6.0,48.0,2,112.0,9,9,4.0,7,4,3,3.0,67.0,17.3,Female,Unemployed,India,Smartphone,No Fixed Routine,Yes,Yes,Yes,Yes,Yes,Poor
D30305,33,104.0,5.16,4,27.7,8.1,62.0,2,160.0,6,6,5.0,9,2,3,34.0,5.0,0.0,Male,Employed Part-time,United Kingdom,Tablet,Scrolling Social Media,Yes,Yes,No,Yes,Yes,Fair
D30306,20,48.0,2.9,1,47.9,7.0,31.0,1,,3,5,5.0,3,2,1,39.0,66.0,6.4,Male,,United States,Smartphone,No Fixed Routine,No,Yes,No,Yes,No,Good
D30307,31,53.0,2.44,2,32.4,7.2,39.0,0,,6,7,5.0,4,1,2,46.0,14.0,5.9,Female,Student,Brazil,Smartphone,Reading,Yes,No,Yes,No,Yes,Poor
D30308,39,148.0,7.92,7,19.0,7.0,69.0,2,106.0,8,6,3.0,8,0,5,75.0,10.0,9.1,Female,Employed Full-time,Germany,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Poor
D30309,20,47.0,6.04,3,15.4,7.8,22.0,2,224.0,7,9,5.0,5,1,2,,48.0,4.9,Male,Student,India,Smartphone,Scrolling Social Media,No,Yes,Yes,No,Yes,Good
D30310,37,72.0,4.2,2,33.5,6.2,28.0,1,339.0,4,7,5.0,6,2,2,78.0,7.0,13.5,Female,Employed Full-time,Canada,Tablet,Scrolling Social Media,No,Yes,Yes,No,Yes,Poor
D30311,26,49.0,2.51,2,26.6,8.2,13.0,1,176.0,5,6,5.0,4,0,4,78.0,144.0,0.0,Female,Employed Full-time,United Kingdom,Smartphone,Watching Videos,Yes,Yes,No,Yes,No,Good
D30312,43,66.0,5.34,1,71.4,7.2,29.0,2,269.0,5,7,5.0,5,1,2,51.0,12.0,6.3,Prefer not to say,Employed Full-time,United Kingdom,Smartphone,Watching Videos,No,Yes,Yes,No,Yes,Poor
D30313,23,83.0,3.26,3,29.9,6.2,23.0,2,69.0,1,4,3.0,7,0,2,84.0,16.0,11.5,Male,Employed Full-time,United States,Smartphone,Reading,No,Yes,No,No,Yes,Poor
D30314,28,41.0,5.38,1,42.4,7.8,22.0,0,247.0,2,6,5.0,5,2,1,,1.0,0.0,Male,Student,Nigeria,Smartphone,Reading,No,Yes,No,No,No,Good
D30315,28,47.0,2.6,2,26.0,7.7,8.0,2,171.0,5,5,5.0,5,2,4,85.0,7.0,6.2,Male,Student,India,Smartphone,Scrolling Social Media,No,Yes,Yes,No,Yes,Fair
D30316,36,58.0,2.82,3,14.3,6.4,35.0,2,37.0,6,7,5.0,5,1,3,37.0,1.0,9.3,Male,Student,UAE,,Watching Videos,Yes,Yes,Yes,No,Yes,Good
D30317,40,69.0,3.77,2,34.2,8.5,43.0,3,63.0,3,6,5.0,5,1,5,57.0,4.0,0.0,Female,Employed Full-time,United States,,Reading,No,Yes,No,No,No,Poor
D30318,20,27.0,3.5,0,23.0,6.8,28.0,0,270.0,6,8,5.0,4,1,0,25.0,37.0,8.6,Female,Unemployed,India,Laptop,Watching Videos,No,Yes,Yes,No,Yes,Good
D30319,40,23.0,1.12,1,24.2,6.5,32.0,0,122.0,4,4,5.0,5,2,2,,110.0,11.8,Male,Employed Full-time,Brazil,Smartphone,Reading,No,Yes,Yes,No,No,Fair
D30320,37,25.0,2.11,0,22.6,7.7,22.0,1,35.0,4,6,5.0,5,4,3,70.0,16.0,6.1,Male,Employed Full-time,India,Tablet,Watching Videos,Yes,Yes,No,Yes,No,Good
D30321,25,36.0,1.84,1,36.3,6.7,24.0,2,32.0,4,6,4.0,7,1,6,33.0,13.0,11.0,Prefer not to say,Student,Germany,Smartphone,Scrolling Social Media,Yes,Yes,No,No,No,Poor
D30322,40,29.0,3.13,1,29.6,8.0,41.0,1,156.0,2,6,5.0,3,2,2,54.0,40.0,0.0,Male,Employed Full-time,India,Laptop,Scrolling Social Media,No,Yes,No,No,Yes,Fair
D30323,17,19.0,1.23,1,11.6,6.3,8.0,0,36.0,3,4,5.0,4,3,1,71.0,3.0,12.6,Female,Student,Nigeria,Smartphone,Watching Videos,Yes,No,No,No,No,Good
D30324,27,15.0,1.0,1,16.3,8.9,16.0,2,168.0,4,7,5.0,6,0,3,17.0,67.0,0.0,Prefer not to say,Student,United States,TV,Scrolling Social Media,No,Yes,No,No,No,Good
D30325,28,97.0,4.8,2,52.1,7.2,53.0,2,69.0,6,7,5.0,9,0,3,8.0,194.0,3.0,Male,Employed Full-time,Philippines,Laptop,Watching Videos,Yes,No,Yes,No,Yes,Fair
D30326,23,70.0,5.48,3,17.2,6.2,41.0,1,142.0,7,6,3.0,9,1,4,49.0,5.0,14.4,Male,Employed Full-time,Canada,TV,Scrolling Social Media,No,Yes,Yes,Yes,Yes,Poor
D30327,32,45.0,8.51,2,20.4,7.6,41.0,0,47.0,6,9,5.0,4,1,0,50.0,139.0,5.4,Male,Student,Nigeria,TV,Scrolling Social Media,No,Yes,Yes,No,Yes,Poor
D30328,28,100.0,4.66,3,35.0,6.5,48.0,5,60.0,5,5,5.0,8,2,7,57.0,16.0,8.8,Female,Student,Canada,,No Fixed Routine,No,Yes,No,No,Yes,Poor
D30329,23,40.0,1.61,2,23.7,8.2,29.0,1,,4,6,5.0,7,1,2,47.0,45.0,0.0,Male,Student,Canada,Laptop,Reading,No,Yes,No,No,Yes,Fair
D30330,42,25.0,4.6,0,19.5,7.5,19.0,2,221.0,4,4,5.0,5,1,2,50.0,23.0,4.1,Male,Student,Brazil,Smartphone,Scrolling Social Media,No,Yes,No,Yes,No,Poor
D30331,26,64.0,2.76,2,27.2,7.4,36.0,1,255.0,5,7,5.0,9,0,1,82.0,20.0,3.8,Female,Student,Philippines,,Scrolling Social Media,No,Yes,Yes,No,Yes,Poor
D30332,27,21.0,6.38,0,26.2,7.0,20.0,1,42.0,5,5,5.0,6,2,2,76.0,32.0,3.9,Female,Employed Full-time,Philippines,Tablet,Reading,Yes,Yes,Yes,Yes,Yes,Fair
D30333,27,44.0,5.1,1,44.6,7.0,33.0,0,18.0,1,3,5.0,3,2,0,13.0,170.0,6.0,Male,Employed Full-time,Germany,Smartphone,Reading,Yes,No,No,Yes,No,Good
D30334,25,40.0,2.0,1,42.3,7.2,40.0,0,211.0,1,1,5.0,5,2,1,124.0,25.0,8.1,Male,Student,Germany,Smartphone,Scrolling Social Media,Yes,Yes,No,No,No,Good
D30335,32,24.0,3.52,0,20.7,8.5,34.0,1,120.0,1,7,5.0,4,2,3,98.0,131.0,0.0,Male,,India,Smartphone,Meditation/Journaling,Yes,Yes,No,No,No,Good
D30336,20,24.0,5.15,4,7.8,7.5,3.0,3,131.0,4,4,5.0,3,6,5,24.0,6.0,3.5,Female,Employed Full-time,United States,Smartphone,Watching Videos,No,Yes,Yes,No,Yes,Poor
D30337,21,40.0,1.73,0,44.7,7.3,18.0,0,51.0,6,7,5.0,5,1,2,33.0,56.0,7.0,Female,Employed Full-time,Nigeria,Laptop,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Poor
D30338,24,95.0,4.53,4,27.0,6.5,34.0,3,137.0,7,7,5.0,6,2,3,52.0,57.0,10.4,Male,Student,Philippines,Laptop,Reading,No,Yes,Yes,Yes,No,Fair
D30339,25,38.0,4.45,2,17.9,7.8,22.0,2,44.0,3,5,5.0,9,1,4,58.0,25.0,0.0,Male,Student,India,TV,No Fixed Routine,No,Yes,No,Yes,No,Good
D30340,20,44.0,1.99,2,24.6,7.9,5.0,1,84.0,1,1,5.0,4,0,6,43.0,11.0,3.0,Female,Employed Full-time,Brazil,Smartphone,Watching Videos,No,Yes,No,No,Yes,Fair
D30341,21,90.0,5.83,5,13.4,6.7,38.0,5,,7,9,5.0,6,0,7,12.0,20.0,8.2,Male,Employed Full-time,Brazil,Smartphone,Scrolling Social Media,No,Yes,Yes,No,Yes,Poor
D30342,26,21.0,1.45,1,22.3,8.5,18.0,2,305.0,5,6,5.0,6,0,3,66.0,23.0,0.0,Male,Student,Nigeria,Laptop,No Fixed Routine,No,Yes,Yes,No,No,Good
D30343,40,34.0,3.48,1,35.0,7.4,16.0,1,101.0,3,4,5.0,4,2,1,45.0,98.0,5.0,Female,Unemployed,Philippines,Laptop,No Fixed Routine,Yes,No,No,No,No,Good
D30344,39,64.0,5.08,4,10.4,7.7,36.0,1,102.0,2,6,5.0,4,1,1,47.0,54.0,3.3,Male,Employed Full-time,Brazil,TV,Scrolling Social Media,No,Yes,No,Yes,Yes,Fair
D30345,34,65.0,5.22,2,31.7,6.7,38.0,0,103.0,4,6,3.0,8,2,0,74.0,71.0,7.2,Female,Employed Full-time,Brazil,Smartphone,Reading,Yes,Yes,No,Yes,No,Poor
D30346,37,33.0,4.01,5,11.9,6.9,16.0,2,167.0,5,7,5.0,9,4,3,51.0,11.0,11.4,Female,Employed Full-time,United Kingdom,Smartphone,Scrolling Social Media,Yes,No,Yes,No,Yes,Fair
D30347,16,43.0,2.95,2,22.2,7.2,42.0,0,600.0,6,6,5.0,3,0,2,45.0,28.0,6.0,Male,Student,Brazil,Smartphone,Scrolling Social Media,No,Yes,Yes,No,Yes,Poor
D30348,36,21.0,1.31,1,23.4,7.6,15.0,1,122.0,4,6,4.0,8,1,2,81.0,10.0,3.5,Male,Student,Canada,Smartphone,Reading,Yes,Yes,No,Yes,Yes,Poor
D30349,40,68.0,3.27,2,30.0,6.6,34.0,1,26.0,7,9,5.0,6,1,3,,53.0,11.3,Female,Student,United Kingdom,Smartphone,Scrolling Social Media,Yes,Yes,No,No,No,Fair
D30350,17,9.0,1.0,0,9.0,8.1,14.0,2,66.0,6,7,5.0,4,0,2,83.0,42.0,0.0,Male,Employed Full-time,India,Smartphone,No Fixed Routine,No,Yes,No,No,Yes,Fair
D30351,27,58.0,3.88,2,30.7,7.4,29.0,0,189.0,6,9,5.0,3,1,0,63.0,180.0,3.5,Male,Student,United States,Smartphone,Watching Videos,Yes,No,Yes,Yes,No,Fair
D30352,38,13.0,1.0,0,8.5,7.2,18.0,0,93.0,6,8,5.0,9,1,0,47.0,10.0,3.5,Male,Student,United States,Laptop,Scrolling Social Media,No,Yes,Yes,Yes,No,Good
D30353,24,41.0,5.06,2,17.1,9.0,29.0,1,24.0,2,3,5.0,6,2,2,14.0,4.0,0.0,Female,Employed Full-time,Canada,Smartphone,Reading,Yes,Yes,No,No,No,Fair
D30354,32,20.0,2.32,1,24.4,8.3,11.0,0,226.0,3,7,5.0,8,1,3,37.0,10.0,0.0,Male,Employed Full-time,Philippines,Smartphone,Scrolling Social Media,No,Yes,No,No,Yes,Good
D30355,30,14.0,2.21,2,4.2,7.3,12.0,0,151.0,6,9,5.0,6,0,1,78.0,51.0,7.7,Female,Student,Australia,Smartphone,Watching Videos,Yes,Yes,No,No,No,Good
D30356,28,52.0,5.32,3,20.7,8.7,29.0,2,93.0,5,6,5.0,5,4,3,41.0,13.0,0.0,Male,Unemployed,Germany,TV,No Fixed Routine,Yes,No,No,No,No,Fair
D30357,25,50.0,3.4,3,16.4,7.4,20.0,2,35.0,3,4,5.0,6,0,4,56.0,40.0,4.6,Female,Employed Part-time,Canada,Smartphone,Reading,No,Yes,No,Yes,Yes,Poor
D30358,20,121.0,6.68,6,27.2,6.6,44.0,3,165.0,5,6,5.0,7,0,4,65.0,47.0,12.0,Female,Employed Full-time,India,Laptop,Meditation/Journaling,Yes,Yes,No,Yes,Yes,Poor
D30359,35,45.0,2.37,2,23.7,9.4,13.0,1,58.0,5,6,5.0,6,1,2,62.0,5.0,0.0,Female,Employed Part-time,Australia,Smartphone,Scrolling Social Media,No,Yes,No,No,Yes,Good
D30360,18,88.0,4.51,3,33.9,6.8,54.0,2,277.0,4,6,5.0,5,3,5,27.0,73.0,7.9,Male,Unemployed,Brazil,Smartphone,Scrolling Social Media,No,Yes,No,No,Yes,Poor
D30361,32,69.0,6.2,2,35.0,6.5,18.0,0,223.0,6,7,5.0,4,2,2,83.0,90.0,6.3,Female,Employed Part-time,India,Smartphone,Scrolling Social Media,Yes,No,Yes,Yes,Yes,Poor
D30362,25,45.0,2.67,1,43.7,7.3,33.0,1,28.0,3,4,5.0,6,0,3,44.0,43.0,5.5,Prefer not to say,Employed Full-time,United States,Smartphone,Watching Videos,Yes,Yes,Yes,Yes,No,Fair
D30363,35,88.0,5.43,4,24.5,7.5,36.0,3,260.0,7,6,2.0,10,2,3,64.0,137.0,3.0,Prefer not to say,Employed Full-time,United States,Smartphone,Watching Videos,Yes,Yes,No,No,Yes,Poor
D30364,33,43.0,4.13,0,48.4,8.7,18.0,1,394.0,2,7,5.0,5,1,2,85.0,26.0,0.0,Male,Employed Part-time,Germany,Smartphone,Scrolling Social Media,No,Yes,No,No,No,Good
D30365,26,10.0,1.45,0,10.3,8.3,24.0,1,258.0,4,9,5.0,7,0,1,27.0,1.0,0.0,Female,Employed Full-time,UAE,Smartphone,Watching Videos,No,Yes,No,Yes,No,Poor
D30366,32,43.0,3.37,2,24.9,7.4,34.0,0,120.0,9,10,5.0,7,0,2,58.0,97.0,3.4,Male,Student,Brazil,Smartphone,Reading,No,Yes,Yes,No,No,Good
D30367,21,48.0,1.86,2,23.8,8.4,45.0,2,32.0,1,4,5.0,7,3,3,54.0,0.0,0.0,Female,Student,India,Smartphone,Scrolling Social Media,No,Yes,No,No,No,Good
D30368,27,83.0,4.45,3,31.3,8.1,43.0,2,84.0,4,6,5.0,10,2,2,64.0,9.0,0.0,Female,Employed Part-time,Nigeria,Smartphone,Scrolling Social Media,Yes,Yes,No,No,Yes,Fair
D30369,31,45.0,1.83,0,45.7,7.4,11.0,2,309.0,4,6,5.0,6,1,3,37.0,9.0,5.2,Female,Employed Full-time,Brazil,Smartphone,Scrolling Social Media,Yes,Yes,No,No,No,Fair
D30370,20,80.0,5.69,3,29.9,6.3,44.0,2,210.0,6,7,5.0,8,0,2,40.0,12.0,11.7,Male,Employed Part-time,India,Smartphone,Scrolling Social Media,No,Yes,Yes,No,Yes,Fair
D30371,31,57.0,4.3,4,16.4,8.3,35.0,2,116.0,5,7,5.0,3,1,5,58.0,60.0,0.0,Male,Unemployed,Philippines,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Poor
D30372,33,22.0,1.67,0,23.5,6.8,17.0,5,65.0,7,6,5.0,6,0,8,50.0,50.0,8.7,Male,Student,India,Smartphone,Watching Videos,No,Yes,No,No,Yes,Poor
D30373,37,22.0,5.48,0,20.7,7.7,21.0,1,98.0,2,8,5.0,7,3,2,76.0,6.0,5.2,Prefer not to say,Employed Part-time,India,Smartphone,Reading,Yes,No,No,No,No,Good
D30374,33,27.0,4.17,1,23.1,7.4,17.0,0,200.0,2,4,5.0,5,1,0,70.0,105.0,7.5,Male,Employed Full-time,India,Smartphone,Scrolling Social Media,No,No,Yes,Yes,No,Good
D30375,26,83.0,4.46,2,42.0,7.2,36.0,0,39.0,8,6,5.0,6,3,0,34.0,15.0,5.7,Female,Student,Germany,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Fair
D30376,23,86.0,5.22,5,16.8,6.0,34.0,2,258.0,5,7,5.0,6,2,4,,29.0,13.8,Male,Student,India,Smartphone,Reading,Yes,No,No,No,Yes,Poor
D30377,28,21.0,2.3,0,24.2,8.0,12.0,2,104.0,3,5,5.0,7,2,3,,10.0,0.0,Female,,Brazil,Laptop,Watching Videos,No,Yes,No,No,No,Good
D30378,28,27.0,2.01,0,23.7,6.7,2.0,0,139.0,6,6,5.0,5,0,1,,186.0,9.9,Male,Student,India,Smartphone,Reading,Yes,No,Yes,Yes,No,Good
D30379,36,85.0,6.25,4,21.4,6.8,58.0,2,198.0,2,6,5.0,6,2,4,26.0,70.0,10.3,Male,Employed Part-time,India,Smartphone,Reading,Yes,Yes,No,Yes,Yes,Poor
D30380,26,44.0,3.85,1,45.4,8.1,25.0,2,180.0,6,6,5.0,6,3,5,72.0,18.0,0.0,Male,Student,Brazil,Smartphone,,Yes,Yes,Yes,No,No,Good
D30381,15,32.0,4.47,2,19.2,8.1,5.0,0,253.0,7,9,5.0,2,1,2,35.0,45.0,0.0,Male,Student,India,Smartphone,Scrolling Social Media,No,Yes,Yes,Yes,Yes,Fair
D30382,31,46.0,4.52,3,21.7,7.9,27.0,3,77.0,7,5,5.0,6,2,5,33.0,24.0,0.0,Male,Employed Full-time,India,Smartphone,Watching Videos,Yes,Yes,Yes,No,No,Good
D30383,31,41.0,6.57,1,40.5,7.9,25.0,1,29.0,3,4,5.0,3,1,2,55.0,75.0,1.8,Male,Student,Brazil,Tablet,Scrolling Social Media,No,No,Yes,No,Yes,Good
D30384,36,31.0,3.67,1,33.9,8.0,2.0,2,15.0,1,4,5.0,7,1,4,22.0,41.0,0.0,Female,Student,United Kingdom,Laptop,Watching Videos,No,No,No,No,No,Poor
D30385,37,51.0,4.21,1,54.1,7.5,31.0,0,100.0,6,10,5.0,6,2,0,33.0,81.0,1.6,Female,Student,United Kingdom,Smartphone,Reading,Yes,Yes,Yes,Yes,No,Good
D30386,33,36.0,3.41,1,37.0,6.7,15.0,0,376.0,6,9,5.0,6,1,0,52.0,2.0,6.2,Female,Student,Nigeria,Smartphone,Scrolling Social Media,No,Yes,Yes,No,No,Good
D30387,25,29.0,4.98,2,9.3,7.6,25.0,2,130.0,4,7,5.0,6,0,2,64.0,129.0,1.0,Female,Unemployed,Germany,Smartphone,Reading,Yes,Yes,Yes,No,No,Fair
